label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
nessuno,0.0,0.0,0.05003538727760315,-0.018585562705993652,0.09120190143585205,-0.04889136552810669,0.11905354261398315,-0.09167808294296265,0.14298772811889648,-0.12191486358642578,0.06413426995277405,-0.16547554731369019,0.08489587903022766,-0.23564186692237854,0.0944981575012207,-0.2803138196468353,0.10133859515190125,-0.32242393493652344,0.036600857973098755,-0.18287837505340576,0.04699498414993286,-0.2676805853843689,0.052340537309646606,-0.3212660849094391,0.055271536111831665,-0.3660619258880615,0.009722292423248291,-0.1810285747051239,0.00944828987121582,-0.25917622447013855,0.01123782992362976,-0.3095943033695221,0.013542979955673218,-0.35316798090934753,-0.017374187707901,-0.16624033451080322,-0.01986047625541687,-0.23013031482696533,-0.020626842975616455,-0.2719869017601013,-0.019284963607788086,-0.31284791231155396
nessuno,0.0,0.0,0.050964295864105225,-0.01859956979751587,0.09285983443260193,-0.04837876558303833,0.12121933698654175,-0.09148645401000977,0.1453690528869629,-0.12159305810928345,0.0643196702003479,-0.16583126783370972,0.08512037992477417,-0.2370348870754242,0.09508749842643738,-0.2818639576435089,0.10229095816612244,-0.324508935213089,0.036537885665893555,-0.18314281105995178,0.04703325033187866,-0.2685966193675995,0.05267953872680664,-0.3231772780418396,0.055850863456726074,-0.3690880835056305,0.009477496147155762,-0.18124830722808838,0.008787393569946289,-0.25972607731819153,0.010705381631851196,-0.3106124699115753,0.013139814138412476,-0.3549514412879944,-0.017939239740371704,-0.16676896810531616,-0.020376592874526978,-0.23057055473327637,-0.021076500415802002,-0.27287551760673523,-0.019657909870147705,-0.3143768310546875
nessuno,0.0,0.0,0.051373839378356934,-0.019108593463897705,0.09306773543357849,-0.04839789867401123,0.12133553624153137,-0.09164273738861084,0.14554163813591003,-0.12171626091003418,0.0642152726650238,-0.16668939590454102,0.08506226539611816,-0.23836836218833923,0.09486734867095947,-0.28358131647109985,0.10188844799995422,-0.3265731930732727,0.03637361526489258,-0.18387439846992493,0.04689326882362366,-0.2696472704410553,0.05244261026382446,-0.32444146275520325,0.055554747581481934,-0.37064847350120544,0.009153097867965698,-0.18185919523239136,0.008280783891677856,-0.26044076681137085,0.009897172451019287,-0.31174424290657043,0.012088149785995483,-0.35651251673698425,-0.01842615008354187,-0.16730546951293945,-0.020980000495910645,-0.231172114610672,-0.021795690059661865,-0.2735786437988281,-0.020473092794418335,-0.3152584135532379
nessuno,0.0,0.0,0.050861746072769165,-0.019858837127685547,0.09241005778312683,-0.04986220598220825,0.12068471312522888,-0.0924336314201355,0.14505329728126526,-0.12253957986831665,0.06196010112762451,-0.16780978441238403,0.08243849873542786,-0.2396095097064972,0.09239551424980164,-0.2849786877632141,0.0996667742729187,-0.3280612826347351,0.03427016735076904,-0.18484625220298767,0.04463833570480347,-0.27134427428245544,0.05027076601982117,-0.3263057768344879,0.05356881022453308,-0.3728502690792084,0.007209569215774536,-0.1825723648071289,0.006460517644882202,-0.2620668411254883,0.00835651159286499,-0.31426528096199036,0.01085689663887024,-0.36011067032814026,-0.020130544900894165,-0.16765141487121582,-0.022840410470962524,-0.23251664638519287,-0.023408055305480957,-0.27576515078544617,-0.02190425992012024,-0.31851768493652344
nessuno,0.0,0.0,0.05123633146286011,-0.02104175090789795,0.09237101674079895,-0.050893962383270264,0.1206764280796051,-0.09382086992263794,0.1454034149646759,-0.12431639432907104,0.06108996272087097,-0.16888445615768433,0.08140265941619873,-0.2403520941734314,0.09122642874717712,-0.2852684557437897,0.09850415587425232,-0.32852694392204285,0.033397555351257324,-0.1855475902557373,0.0440925657749176,-0.27116984128952026,0.0499359667301178,-0.32618290185928345,0.05355274677276611,-0.3731650710105896,0.0062067508697509766,-0.18304163217544556,0.0059136152267456055,-0.2622207701206207,0.007699936628341675,-0.314793199300766,0.010125994682312012,-0.3609435260295868,-0.021274417638778687,-0.16822552680969238,-0.02379623055458069,-0.2332240641117096,-0.02428901195526123,-0.27696242928504944,-0.02258974313735962,-0.32022663950920105
nessuno,0.0,0.0,0.05091032385826111,-0.021851658821105957,0.09174615144729614,-0.053032755851745605,0.11954516172409058,-0.09636932611465454,0.14372390508651733,-0.12799179553985596,0.05895066261291504,-0.16860532760620117,0.07914620637893677,-0.23915177583694458,0.08899962902069092,-0.2836821377277374,0.09629806876182556,-0.3264405131340027,0.031438976526260376,-0.1848832666873932,0.04206526279449463,-0.27078256011009216,0.048107147216796875,-0.32572486996650696,0.051942408084869385,-0.3725387454032898,0.004493892192840576,-0.1818724274635315,0.004028737545013428,-0.26165318489074707,0.005931049585342407,-0.31422221660614014,0.008578777313232422,-0.36064404249191284,-0.022699445486068726,-0.16647642850875854,-0.025721371173858643,-0.23215103149414062,-0.026147782802581787,-0.2760201692581177,-0.02414804697036743,-0.3199619650840759
nessuno,0.0,0.0,0.051107704639434814,-0.021643877029418945,0.09201386570930481,-0.05177587270736694,0.11986255645751953,-0.0951700210571289,0.14364564418792725,-0.12697076797485352,0.05869477987289429,-0.1684168577194214,0.07877588272094727,-0.23896688222885132,0.08853814005851746,-0.283252090215683,0.09567335247993469,-0.32613059878349304,0.031111538410186768,-0.18479299545288086,0.04186639189720154,-0.2696967124938965,0.04767030477523804,-0.32442864775657654,0.05113986134529114,-0.371247261762619,0.004163891077041626,-0.18185842037200928,0.003983289003372192,-0.26069310307502747,0.0056705474853515625,-0.3130936324596405,0.007914632558822632,-0.35952433943748474,-0.022949188947677612,-0.16667121648788452,-0.025895774364471436,-0.23170673847198486,-0.026544660329818726,-0.27547070384025574,-0.024814188480377197,-0.3191204071044922
nessuno,0.0,0.0,0.05067723989486694,-0.02221226692199707,0.09153163433074951,-0.053757548332214355,0.11946898698806763,-0.09727567434310913,0.14344900846481323,-0.1289946436882019,0.05844306945800781,-0.17082726955413818,0.07835674285888672,-0.24101412296295166,0.08809071779251099,-0.2851030230522156,0.09518179297447205,-0.32776978611946106,0.030877888202667236,-0.18682247400283813,0.041532546281814575,-0.27145808935165405,0.04720437526702881,-0.3257111608982086,0.050495028495788574,-0.37203148007392883,0.004006415605545044,-0.18354997038841248,0.004162579774856567,-0.2624640166759491,0.005927622318267822,-0.314401775598526,0.008028358221054077,-0.36032700538635254,-0.023275673389434814,-0.1678873896598816,-0.026364296674728394,-0.2333882749080658,-0.027040928602218628,-0.27717167139053345,-0.02530503273010254,-0.3209546208381653
nessuno,0.0,0.0,0.05005422234535217,-0.021827757358551025,0.09070360660552979,-0.05368947982788086,0.11821067333221436,-0.09559118747711182,0.1423380970954895,-0.12665146589279175,0.057986438274383545,-0.17177146673202515,0.07731267809867859,-0.24089950323104858,0.08681705594062805,-0.28471335768699646,0.09386464953422546,-0.3271537125110626,0.03039705753326416,-0.18741238117218018,0.04076749086380005,-0.27124157547950745,0.04641798138618469,-0.3252369463443756,0.049855947494506836,-0.37167537212371826,0.003416001796722412,-0.18366456031799316,0.003613680601119995,-0.26261433959007263,0.005419880151748657,-0.3139078617095947,0.0076847076416015625,-0.35989975929260254,-0.023899316787719727,-0.1676449179649353,-0.027003377676010132,-0.23392874002456665,-0.02744448184967041,-0.27749818563461304,-0.025529831647872925,-0.32134923338890076
nessuno,0.0,0.0,0.04992982745170593,-0.021544456481933594,0.0904625654220581,-0.05341678857803345,0.11815163493156433,-0.09466826915740967,0.14244577288627625,-0.12600505352020264,0.05779677629470825,-0.17187845706939697,0.07692486047744751,-0.24093839526176453,0.08636865019798279,-0.2844371497631073,0.09340676665306091,-0.32676711678504944,0.030154019594192505,-0.18693813681602478,0.04046568274497986,-0.270308256149292,0.04626351594924927,-0.324239581823349,0.04979753494262695,-0.37072548270225525,0.0030934512615203857,-0.1827811598777771,0.0032791495323181152,-0.26116475462913513,0.005113333463668823,-0.312665730714798,0.007472783327102661,-0.3589741885662079,-0.02422153949737549,-0.16689085960388184,-0.027079135179519653,-0.2331429421901703,-0.02737325429916382,-0.2768009901046753,-0.025238841772079468,-0.32074397802352905
